label,lat,long
429,13.10523,123.6666
430,13.14157,123.6112
431,13.13979,123.6539
432,13.12745,123.5964
433,13.12555,123.5991
434,13.14007,123.6013
435,13.18539,123.6264
436,13.06619,123.6738
437,13.17801,123.6431
438,13.186,123.6459
439,13.19048,123.6508
440,13.07638,123.6604
441,13.07641,123.6611
442,13.07692,123.6611
443,13.15524,123.6165
444,13.15073,123.613
445,13.15037,123.6142
446,13.15015,123.6159
447,13.16584,123.6385
448,13.18269,123.6562
449,13.18147,123.6578
450,13.18685,123.656
451,13.18241,123.6556
452,13.10586,123.6674
453,13.11152,123.661
454,13.11885,123.6633
455,13.11245,123.6648
456,13.11319,123.6671
457,13.10718,123.6593
458,13.11512,123.6633
459,13.11587,123.6646
460,13.15182,123.6278
461,13.15442,123.6394
462,13.15416,123.6384
463,13.15437,123.639
464,13.15112,123.6445
465,13.15066,123.6433
466,13.16088,123.6318
467,13.16037,123.6315
468,13.14625,123.6519
469,13.14271,123.6514
470,13.18861,123.6674
471,13.18069,123.6592
472,13.18388,123.668
473,13.17814,123.6724
474,13.18732,123.6603
475,13.18313,123.6669
476,13.18506,123.6724
477,13.18568,123.6675
478,13.18438,123.6668
479,13.18924,123.6583
480,13.18533,123.6727
481,13.18235,123.6696
482,13.18587,123.6672
483,13.18568,123.6719
484,13.18499,123.6666
485,13.18156,123.6695
486,13.1797,123.6595
487,13.18671,123.6627
488,13.18738,123.6629
489,13.18532,123.668
490,13.18119,123.6604
491,13.19918,123.6397
492,13.19854,123.6393
493,13.19763,123.6388
494,13.19796,123.6391
495,13.19909,123.6381
496,13.08314,123.6657
497,13.08489,123.6674
498,13.10295,123.6023
499,13.10066,123.5845
500,13.12255,123.6115
501,13.10559,123.6023
502,13.13512,123.6065
503,13.13449,123.6076
504,13.12638,123.6018
505,13.12092,123.6474
506,13.11004,123.6339
507,13.11838,123.6351
508,13.13515,123.6392
509,13.1355,123.6389
510,13.13516,123.6394
511,13.19248,123.6552
512,13.19213,123.6549
513,13.19443,123.6462
514,13.20005,123.6506
515,13.19988,123.65
516,13.19271,123.6528
517,13.19187,123.6531
518,13.19211,123.6537
519,13.19245,123.6529
520,13.19225,123.6524
521,13.12737,123.6508
522,13.13317,123.6572
523,13.09482,123.6582
524,13.10888,123.5773
525,13.06226,123.6665
526,13.06364,123.6675
527,13.18584,123.6729
528,13.1861,123.6721
529,13.1845,123.6693
530,13.18504,123.6697
531,13.18414,123.6706
532,13.18426,123.6703
533,13.18421,123.6675
534,13.185,123.6685
535,13.18434,123.6674
536,13.18648,123.6729
537,13.18667,123.6725
538,13.18267,123.67
539,13.18303,123.6703
540,13.16383,123.6256
541,13.16488,123.6289
542,13.18044,123.6739
543,13.18088,123.6739
544,13.16267,123.6249
545,13.16241,123.6245
546,13.1621,123.6241
547,13.16229,123.6246
548,13.16472,123.6252
549,13.16306,123.6252
550,13.16614,123.6254
551,13.18217,123.6566
552,13.1569,123.6269
553,13.16247,123.6317
554,13.16112,123.6332
555,13.16192,123.6335
556,13.15988,123.6315
557,13.15964,123.6323
558,13.15999,123.6325
559,13.16192,123.6317
560,13.16569,123.6289
561,13.16503,123.6256
562,13.17761,123.6724
563,13.16139,123.633
564,13.16062,123.6338
565,13.16036,123.6332
566,13.16004,123.6338
567,13.16039,123.6339
568,13.18054,123.6737
569,13.18087,123.6738
570,13.18282,123.6535
571,13.18293,123.654
572,13.1862,123.6561
573,13.18646,123.6562
574,13.17883,123.6725
575,13.17885,123.6729
576,13.17832,123.6723
577,13.16576,123.6249
578,13.16473,123.6244
579,13.16452,123.6253
580,13.16161,123.6235
581,13.17825,123.6471
582,13.13278,123.6557
583,13.13361,123.6368
584,13.13339,123.6371
585,13.14157,123.6528
586,13.14149,123.6525
587,13.14794,123.6149
588,13.14782,123.6153
589,13.14884,123.6161
590,13.14877,123.6157
591,13.15433,123.618
592,13.15447,123.6175
593,13.13263,123.6529
594,13.14999,123.6128
595,13.14351,123.6107
596,13.15612,123.6414
597,13.18864,123.6662
598,13.18828,123.6671
599,13.16338,123.6385
600,13.16358,123.638
601,13.16039,123.6381
602,13.16038,123.6374
603,13.15743,123.6402
604,13.15685,123.64
605,13.14138,123.6116
606,13.15414,123.64
607,13.0792,123.6346
608,13.08057,123.6366
609,13.08838,123.6336
610,13.12443,123.6603
611,13.12413,123.6604
612,13.12335,123.6607
613,13.12771,123.6579
614,13.12403,123.6598
615,13.09721,123.594
616,13.09722,123.5932
617,13.09198,123.5936
618,13.17798,123.6386
619,13.17846,123.6399
620,13.10994,123.5851
621,13.11014,123.5847
622,13.09222,123.666
623,13.19416,123.6443
624,13.14281,123.6572
625,13.14258,123.6571
626,13.14353,123.6681
627,13.18963,123.6558
628,13.19414,123.648
629,13.1895,123.6557
630,13.14569,123.6497
631,13.14585,123.6504
632,13.15273,123.6457
633,13.15326,123.6454
634,13.15336,123.6461
635,13.15496,123.6436
636,13.08244,123.659
637,13.08379,123.6583
638,13.08434,123.6638
639,13.09418,123.6375
640,13.18301,123.6611
641,13.18331,123.6607
642,13.17814,123.661
643,13.18787,123.6658
644,13.18712,123.6653
645,13.11174,123.6313
646,13.11234,123.633
647,13.17006,123.6249
648,13.06957,123.6775
649,13.16806,123.6496
650,13.17339,123.6517
651,13.17477,123.6519
652,13.17427,123.6516
653,13.17246,123.6504
654,13.17265,123.6505
655,13.17231,123.6496
656,13.17236,123.6499
657,13.17225,123.651
658,13.17747,123.6547
659,13.17264,123.6513
660,13.17273,123.6509
661,13.17209,123.6511
662,13.17443,123.6514
663,13.1728,123.651
664,13.17395,123.6459
665,13.17794,123.6523
666,13.17743,123.6549
667,13.11982,123.6204
668,13.12268,123.6614
669,13.12294,123.6616
670,13.12005,123.6626
671,13.12015,123.6628
672,13.12125,123.662
673,13.12106,123.6617
674,13.08976,123.5928
675,13.09936,123.6452
676,13.07861,123.6397
677,13.07822,123.6559
678,13.15899,123.6232
679,13.15851,123.6232
680,13.15911,123.6214
681,13.15799,123.6221
682,13.14464,123.6075
683,13.1386,123.6694
684,13.13706,123.6693
685,13.13722,123.6691
686,13.13396,123.6707
687,13.06384,123.6646
688,13.16265,123.6618
689,13.16255,123.661
690,13.17448,123.6604
691,13.17478,123.6602
692,13.12682,123.6684
693,13.12736,123.6683
694,13.13091,123.6709
695,13.13168,123.6716
696,13.17207,123.6447
697,13.16702,123.6374
698,13.18517,123.6564
699,13.18605,123.6401
700,13.08854,123.6538
701,13.13358,123.6572
702,13.11326,123.6411
703,13.1127,123.6433
704,13.19135,123.6664
705,13.19099,123.6662
706,13.19069,123.6668
707,13.18932,123.6661
708,13.17768,123.6525
709,13.21283,123.6485
